Geneid	Chr	Start	End	Strand	Length	./NV-Ctrl1.sam	./NV-Ctrl2.sam	./NV-Ctrl3.sam	./NV-Ctrl4.sam	./NV-Ctrl5.sam	./NV-Oxi1.sam	./NV-Oxi2.sam	./NV-Oxi3.sam	./NV-Oxi4.sam	./NV-Oxi5.sam		Average Ctrl	Average Oxi	Percentage Oxi	Ctrl Percentage
gene2817	CP007536.1	2250398	2250607	+	210	18	9	24	30	22	1	0	6	0	0		20.6	1.4		
gene2851	CP007536.1	2273714	2273905	-	192	114	110	106	125	112	0	7	0	0	0		113.4	1.4		
gene2926	CP007536.1	2327779	2328741	-	963	1210	958	999	1014	1133	2	0	0	0	5		1062.8	1.4		
gene3019	CP007536.1	2399911	2400531	+	621	1075	966	830	958	1038	0	0	1	6	0		973.4	1.4		
gene3042	CP007536.1	2415829	2416455	-	627	466	523	326	510	417	7	0	0	0	0		448.4	1.4		
gene3113	CP007536.1	2473775	2474122	-	348	124	111	88	168	119	3	0	0	0	4		122	1.4		
gene3136	CP007536.1	2486902	2487234	-	333	13	35	8	18	22	0	0	7	0	0		19.2	1.4		
gene3147	CP007536.1	2495688	2495891	-	204	126	121	136	117	106	0	0	7	0	0		121.2	1.4		
gene139	CP007536.1	133267	133749	+	483	575	529	433	496	653	6	0	0	0	0		537.2	1.2		
gene178	CP007536.1	160666	161079	+	414	68	71	61	71	83	2	0	4	0	0		70.8	1.2		
gene221	CP007536.1	189636	189815	-	180	155	117	161	155	171	6	0	0	0	0		151.8	1.2		
gene260	CP007536.1	217950	218258	+	309	217	215	252	280	208	6	0	0	0	0		234.4	1.2		
gene346	CP007536.1	285696	286334	+	639	586	536	520	692	432	3	3	0	0	0		553.2	1.2		
gene417	CP007536.1	334229	334837	-	609	641	667	642	805	594	0	0	0	6	0		669.8	1.2		
gene522	CP007536.1	408711	408890	-	180	1807	1565	1398	1402	1638	0	0	6	0	0		1562	1.2		
gene563	CP007536.1	436568	437086	+	519	1133	1061	800	975	1057	0	6	0	0	0		1005.2	1.2		
gene593	CP007536.1	461117	461344	+	228	100	98	101	166	137	6	0	0	0	0		120.4	1.2		
gene629	CP007536.1	489124	489396	+	273	206	187	247	287	192	2	0	0	4	0		223.8	1.2		
gene673	CP007536.1	523612	524046	-	435	85	98	103	86	111	0	0	0	0	6		96.6	1.2		
gene814	CP007536.1	631044	631604	+	561	674	612	561	537	746	6	0	0	0	0		626	1.2		
gene842	CP007536.1	650088	650414	-	327	1756	1641	1424	1714	1637	0	0	4	0	2		1634.4	1.2		
gene845	CP007536.1	651719	652216	-	498	685	702	584	562	749	0	5	0	1	0		656.4	1.2		
gene867	CP007536.1	671965	672813	+	849	194	194	180	273	188	0	0	0	3	3		205.8	1.2		
gene888	CP007536.1	691377	691550	-	174	228	204	220	238	277	2	3	0	0	1		233.4	1.2		
gene935	CP007536.1	729188	729502	-	315	117	131	121	112	85	0	0	0	0	6		113.2	1.2		
gene967	CP007536.1	754404	755471	+	1068	353	292	276	305	369	0	0	6	0	0		319	1.2		
gene1018	CP007536.1	816802	817545	+	744	147	126	92	166	116	4	0	2	0	0		129.4	1.2		
gene1046	CP007536.1	833811	834917	+	1107	177	145	124	205	146	0	0	1	5	0		159.4	1.2		
gene1087	CP007536.1	866369	866566	+	198	93	50	56	61	64	0	6	0	0	0		64.8	1.2		
gene1122	CP007536.1	900621	901616	+	996	165	168	135	102	128	0	6	0	0	0		139.6	1.2		
gene1138	CP007536.1	909821	909988	+	168	549	445	518	514	686	6	0	0	0	0		542.4	1.2		
gene1308	CP007536.1	1043713	1044072	+	360	623	707	562	618	629	0	0	0	0	6		627.8	1.2		
gene1401	CP007536.1	1116036	1116407	+	372	212	194	160	172	204	0	0	0	2	4		188.4	1.2		
gene1500	CP007536.1	1198479	1199081	-	603	60	72	76	120	90	2	0	0	4	0		83.6	1.2		
gene1584	CP007536.1	1270193	1270396	+	204	28	5	8	7	1	1	0	0	4	1		9.8	1.2		
gene1694	CP007536.1	1352328	1353785	-	1458	121	156	118	134	105	4	2	0	0	0		126.8	1.2		
gene1801	CP007536.1	1448339	1448545	-	207	681	509	617	528	575	0	0	0	4	2		582	1.2		
gene1802	CP007536.1	1448630	1448758	+	129	47	79	51	75	134	6	0	0	0	0		77.2	1.2		
gene1986	CP007536.1	1591081	1591314	+	234	262	218	223	214	206	6	0	0	0	0		224.6	1.2		
gene2027	CP007536.1	1619465	1619701	-	237	130	138	115	133	104	6	0	0	0	0		124	1.2		
gene2086	CP007536.1	1660601	1661590	-	990	93	100	85	110	85	0	6	0	0	0		94.6	1.2		
gene2088	CP007536.1	1662028	1662336	+	309	241	267	222	195	202	0	0	0	0	6		225.4	1.2		
gene2242	CP007536.1	1787292	1787531	-	240	55	29	17	38	20	0	0	0	0	6		31.8	1.2		
gene2246	CP007536.1	1788649	1789584	+	936	1109	852	968	1007	877	6	0	0	0	0		962.6	1.2		
gene2316	CP007536.1	1852592	1853248	+	657	472	364	380	480	391	0	0	0	6	0		417.4	1.2		
gene2334	CP007536.1	1869977	1871569	-	1593	478	399	400	398	459	0	0	3	3	0		426.8	1.2		
gene2380	CP007536.1	1907543	1908160	-	618	1166	1098	964	822	857	0	4	2	0	0		981.4	1.2		
gene2451	CP007536.1	1957185	1958000	+	816	45	40	47	16	28	0	0	0	0	6		35.2	1.2		
gene2488	CP007536.1	1989359	1989784	+	426	13	31	18	24	20	0	6	0	0	0		21.2	1.2		
gene2544	CP007536.1	2031055	2031549	+	495	220	229	192	208	163	0	3	3	0	0		202.4	1.2		
gene2618	CP007536.1	2091707	2092009	-	303	178	172	199	233	165	0	0	0	6	0		189.4	1.2		
gene2630	CP007536.1	2098793	2099020	-	228	126	136	106	112	143	0	6	0	0	0		124.6	1.2		
gene2663	CP007536.1	2119403	2119792	-	390	360	336	351	383	301	6	0	0	0	0		346.2	1.2		
gene2875	CP007536.1	2292531	2292665	-	135	34	45	29	51	37	0	0	0	0	6		39.2	1.2		
gene2899	CP007536.1	2309729	2310022	-	294	378	318	399	385	369	0	0	0	6	0		369.8	1.2		
gene3045	CP007536.1	2419171	2419470	+	300	277	208	260	283	204	0	0	0	6	0		246.4	1.2		
gene3086	CP007536.1	2456073	2456291	-	219	1481	1033	1110	1153	1017	0	0	0	6	0		1158.8	1.2		
gene3142	CP007536.1	2492557	2493051	+	495	233	215	177	220	215	2	0	0	0	4		212	1.2		
gene118	CP007536.1	110507	110722	+	216	20	7	12	25	12	0	0	0	1	4		15.2	1		
gene158	CP007536.1	145956	146288	-	333	205	194	160	224	183	2	3	0	0	0		193.2	1		
gene175	CP007536.1	159432	159614	+	183	25	46	18	69	39	0	0	0	5	0		39.4	1		
gene185	CP007536.1	167077	167436	+	360	185	199	149	180	197	0	0	0	0	5		182	1		
gene227	CP007536.1	194385	194597	-	213	35	24	27	25	24	0	0	0	0	5		27	1		
gene486	CP007536.1	382297	383250	+	954	859	720	672	743	715	5	0	0	0	0		741.8	1		
gene527	CP007536.1	411026	411367	-	342	1233	994	958	1017	969	0	0	0	5	0		1034.2	1		
gene548	CP007536.1	425340	426116	-	777	902	689	715	742	797	1	0	0	0	4		769	1		
gene610	CP007536.1	472476	472817	+	342	578	516	407	452	452	4	0	0	1	0		481	1		
gene703	CP007536.1	542901	543116	+	216	49	47	52	75	61	0	0	0	0	5		56.8	1		
gene818	CP007536.1	633688	633939	+	252	358	313	349	379	305	0	0	0	0	5		340.8	1		
gene936	CP007536.1	729702	730142	+	441	55	43	45	49	45	0	0	5	0	0		47.4	1		
gene946	CP007536.1	736586	737257	+	672	159	163	119	124	155	1	0	4	0	0		144	1		
gene1049	CP007536.1	837189	837710	+	522	73	64	67	89	76	0	0	5	0	0		73.8	1		
gene1120	CP007536.1	899830	900270	-	441	181	239	136	266	222	2	1	0	0	2		208.8	1		
gene1187	CP007536.1	947710	948195	-	486	142	167	144	184	164	0	0	5	0	0		160.2	1		
gene1188	CP007536.1	948183	948434	+	252	70	53	80	127	55	5	0	0	0	0		77	1		
gene1278	CP007536.1	1018004	1018348	-	345	121	111	105	104	136	0	0	0	0	5		115.4	1		
gene1281	CP007536.1	1020710	1021432	-	723	76	95	86	116	82	0	5	0	0	0		91	1		
gene1285	CP007536.1	1023842	1024387	+	546	197	150	150	111	157	0	0	0	5	0		153	1		
gene1317	CP007536.1	1052833	1053201	+	369	91	65	63	101	75	4	0	1	0	0		79	1		
gene1343	CP007536.1	1073388	1073957	-	570	72	76	66	90	64	1	0	0	0	4		73.6	1		
gene1344	CP007536.1	1073960	1074517	-	558	92	87	77	63	78	0	0	3	2	0		79.4	1		
gene1349	CP007536.1	1078408	1078710	+	303	260	229	200	258	275	0	5	0	0	0		244.4	1		
gene1468	CP007536.1	1176224	1176326	-	103	80	42	30	49	62	5	0	0	0	0		52.6	1		
gene1568	CP007536.1	1258637	1259500	-	864	412	342	410	399	375	0	0	3	2	0		387.6	1		
gene1643	CP007536.1	1316067	1317086	+	1020	673	510	509	491	614	0	0	0	5	0		559.4	1		
gene1666	CP007536.1	1331587	1331967	-	381	489	378	324	388	385	0	0	0	5	0		392.8	1		
gene1675	CP007536.1	1336717	1336887	-	171	31	43	31	55	52	0	5	0	0	0		42.4	1		
gene1759	CP007536.1	1414409	1414567	+	159	73	66	59	102	66	0	0	0	0	5		73.2	1		
gene1816	CP007536.1	1456595	1456762	-	168	432	349	374	362	483	2	0	0	3	0		400	1		
gene1854	CP007536.1	1487135	1487749	-	615	950	655	804	685	717	0	0	0	5	0		762.2	1		
gene2001	CP007536.1	1600588	1600989	-	402	582	525	447	508	491	0	0	3	2	0		510.6	1		
gene2124	CP007536.1	1692564	1693466	+	903	103	107	106	136	101	0	0	5	0	0		110.6	1		
gene2250	CP007536.1	1790924	1791259	+	336	424	510	323	311	436	0	2	2	1	0		400.8	1		
gene2256	CP007536.1	1795720	1796103	+	384	374	336	316	382	337	0	5	0	0	0		349	1		
gene2271	CP007536.1	1808244	1808423	+	180	3	12	1	5	4	5	0	0	0	0		5	1		
gene2319	CP007536.1	1856291	1856632	+	342	276	259	197	325	277	5	0	0	0	0		266.8	1		
gene2475	CP007536.1	1979051	1979326	+	276	378	331	296	329	297	3	0	0	2	0		326.2	1		
gene2525	CP007536.1	2019305	2019604	-	300	387	408	356	390	431	0	5	0	0	0		394.4	1		
gene2526	CP007536.1	2019612	2020244	-	633	1089	996	943	827	1146	0	0	0	2	3		1000.2	1		
gene2557	CP007536.1	2042065	2042502	-	438	184	138	139	265	204	0	5	0	0	0		186	1		
gene2616	CP007536.1	2090259	2090468	+	210	31	27	25	48	21	0	0	0	0	5		30.4	1		
gene2670	CP007536.1	2126437	2126685	-	249	98	88	63	80	104	2	1	0	0	2		86.6	1		
gene2740	CP007536.1	2191568	2192743	+	1176	543	458	383	333	469	0	0	2	0	3		437.2	1		
gene2759	CP007536.1	2204926	2205096	+	171	61	79	61	85	39	0	5	0	0	0		65	1		
gene2918	CP007536.1	2322178	2322549	-	372	226	242	146	164	210	2	0	0	3	0		197.6	1		
gene2922	CP007536.1	2325701	2325856	-	156	146	135	107	128	166	0	5	0	0	0		136.4	1		
gene2966	CP007536.1	2361315	2361440	+	126	138	126	106	102	141	0	0	0	5	0		122.6	1		
gene3018	CP007536.1	2399328	2399786	-	459	270	249	267	348	157	1	4	0	0	0		258.2	1		
gene3049	CP007536.1	2420820	2421113	+	294	71	44	43	45	57	0	0	0	4	1		52	1		
gene3056	CP007536.1	2427402	2428118	+	717	201	189	169	178	184	1	0	0	4	0		184.2	1		
gene3057	CP007536.1	2428123	2428533	-	411	139	142	134	117	142	0	0	5	0	0		134.8	1		
gene3093	CP007536.1	2460922	2461398	+	477	193	161	152	149	146	5	0	0	0	0		160.2	1		
gene53	CP007536.1	42727	43257	-	531	1319	1304	1071	1209	1273	0	0	3	0	1		1235.2	0.8		
gene60	CP007536.1	47297	47470	-	174	294	265	248	218	258	0	0	0	0	4		256.6	0.8		
gene111	CP007536.1	104416	104817	-	402	456	469	440	542	498	0	4	0	0	0		481	0.8		
gene193	CP007536.1	171841	172068	-	228	129	92	102	114	119	0	0	0	4	0		111.2	0.8		
gene204	CP007536.1	179477	179614	+	138	118	94	111	108	100	0	0	0	4	0		106.2	0.8		
gene257	CP007536.1	215973	216350	+	378	38	35	17	32	35	0	1	3	0	0		31.4	0.8		
gene305	CP007536.1	249862	250080	+	219	70	56	58	112	64	0	0	1	3	0		72	0.8		
gene320	CP007536.1	260410	260739	-	330	60	50	49	47	42	0	0	0	0	4		49.6	0.8		
gene336	CP007536.1	274065	274994	-	930	170	202	194	197	201	0	4	0	0	0		192.8	0.8		
gene343	CP007536.1	282663	283397	-	735	163	153	136	187	163	1	0	0	3	0		160.4	0.8		
gene445	CP007536.1	350522	350920	+	399	601	585	554	494	553	0	0	0	1	3		557.4	0.8		
gene561	CP007536.1	435331	435495	-	165	179	186	147	193	177	0	3	1	0	0		176.4	0.8		
gene576	CP007536.1	448191	448472	+	282	150	137	129	150	132	2	0	0	2	0		139.6	0.8		
gene726	CP007536.1	564870	565013	-	144	83	55	56	72	65	0	1	0	0	3		66.2	0.8		
gene758	CP007536.1	592126	592317	-	192	71	69	43	86	45	0	0	1	3	0		62.8	0.8		
gene863	CP007536.1	668617	669375	+	759	167	159	121	141	181	0	0	0	4	0		153.8	0.8		
gene976	CP007536.1	776139	776681	+	543	1156	927	908	849	885	0	4	0	0	0		945	0.8		
gene1043	CP007536.1	831610	832692	+	1083	141	126	112	132	110	0	4	0	0	0		124.2	0.8		
gene1074	CP007536.1	858223	858447	-	225	238	153	198	201	204	0	4	0	0	0		198.8	0.8		
gene1086	CP007536.1	866091	866384	+	294	172	220	151	195	174	0	0	4	0	0		182.4	0.8		
gene1098	CP007536.1	873758	874345	+	588	101	70	71	97	95	0	0	4	0	0		86.8	0.8		
gene1130	CP007536.1	906209	906610	-	402	60	68	48	72	55	0	2	0	2	0		60.6	0.8		
gene1154	CP007536.1	920755	920925	-	171	161	215	127	157	142	0	0	0	4	0		160.4	0.8		
gene1177	CP007536.1	937104	937187	-	84	793	758	756	732	588	0	0	0	4	0		725.4	0.8		
gene1218	CP007536.1	967704	968144	-	441	242	204	194	194	135	0	0	0	4	0		193.8	0.8		
gene1336	CP007536.1	1068188	1069846	-	1659	239	252	175	266	256	0	0	4	0	0		237.6	0.8		
gene1364	CP007536.1	1089338	1089832	-	495	162	126	144	141	164	0	0	0	4	0		147.4	0.8		
gene1389	CP007536.1	1108906	1109325	-	420	189	158	152	198	150	0	3	0	0	1		169.4	0.8		
gene1588	CP007536.1	1272099	1272266	+	168	7	11	7	27	13	0	0	0	4	0		13	0.8		
gene1696	CP007536.1	1354924	1355991	-	1068	392	293	284	372	407	0	4	0	0	0		349.6	0.8		
gene1930	CP007536.1	1549517	1549933	+	417	801	681	561	681	765	4	0	0	0	0		697.8	0.8		
gene1971	CP007536.1	1578655	1578945	-	291	402	361	274	301	298	4	0	0	0	0		327.2	0.8		
gene2029	CP007536.1	1621343	1621900	-	558	147	137	118	123	148	0	0	0	0	4		134.6	0.8		
gene2065	CP007536.1	1646024	1646167	-	144	23	9	11	46	18	0	0	4	0	0		21.4	0.8		
gene2072	CP007536.1	1652784	1652966	+	183	89	84	57	77	52	0	0	0	0	4		71.8	0.8		
gene2092	CP007536.1	1666995	1667189	+	195	42	58	31	51	66	0	4	0	0	0		49.6	0.8		
gene2111	CP007536.1	1682793	1683086	-	294	418	508	331	446	375	0	1	3	0	0		415.6	0.8		
gene2120	CP007536.1	1689691	1690086	+	396	74	124	90	176	58	0	4	0	0	0		104.4	0.8		
gene2167	CP007536.1	1727731	1727871	-	141	83	57	82	93	64	2	0	0	2	0		75.8	0.8		
gene2350	CP007536.1	1886269	1886532	+	264	200	194	158	248	128	0	0	0	4	0		185.6	0.8		
gene2429	CP007536.1	1943553	1943741	+	189	29	28	36	31	29	2	0	0	2	0		30.6	0.8		
gene2447	CP007536.1	1954202	1954968	-	767	279	208	278	318	223	0	0	0	0	4		261.2	0.8		
gene2609	CP007536.1	2086652	2087200	+	549	119	97	86	99	82	0	4	0	0	0		96.6	0.8		
gene2712	CP007536.1	2165766	2166536	+	771	304	317	271	269	286	0	0	0	0	4		289.4	0.8		
gene2719	CP007536.1	2173564	2174550	+	987	701	730	617	744	668	0	4	0	0	0		692	0.8		
gene2727	CP007536.1	2179435	2179785	+	351	17	34	14	37	19	0	0	0	0	4		24.2	0.8		
gene2809	CP007536.1	2244925	2245260	+	336	5	9	0	10	1	0	0	4	0	0		5	0.8		
gene2847	CP007536.1	2269202	2269594	+	393	82	82	88	91	66	0	0	0	0	4		81.8	0.8		
gene3010	CP007536.1	2393267	2393407	+	141	637	525	408	533	782	3	1	0	0	0		577	0.8		
gene3023	CP007536.1	2402079	2402570	-	492	213	174	161	207	156	0	0	1	3	0		182.2	0.8		
gene3047	CP007536.1	2420058	2420213	+	156	149	129	145	133	150	0	0	0	0	4		141.2	0.8		
gene3089	CP007536.1	2458210	2458320	+	111	159	108	115	111	131	0	4	0	0	0		124.8	0.8		
gene3108	CP007536.1	2472237	2472812	-	576	140	134	100	82	88	0	0	0	0	4		108.8	0.8		
gene93	CP007536.1	74718	75005	+	288	399	302	339	398	289	0	0	3	0	0		345.4	0.6		
gene123	CP007536.1	114571	114744	+	174	2	1	3	2	0	0	1	0	0	2		1.6	0.6		
gene149	CP007536.1	140251	140571	+	321	20	16	26	23	17	0	0	0	3	0		20.4	0.6		
gene183	CP007536.1	164987	165193	-	207	13	8	8	4	4	0	3	0	0	0		7.4	0.6		
gene213	CP007536.1	185353	185799	+	447	345	263	258	299	289	0	0	0	3	0		290.8	0.6		
gene263	CP007536.1	218918	219325	+	408	1220	1132	931	1204	1152	0	0	1	2	0		1127.8	0.6		
gene264	CP007536.1	219358	219537	+	180	76	92	90	48	57	3	0	0	0	0		72.6	0.6		
gene276	CP007536.1	228615	228782	-	168	396	301	315	311	394	1	0	2	0	0		343.4	0.6		
gene286	CP007536.1	237847	238149	+	303	419	383	347	442	362	0	0	0	0	3		390.6	0.6		
gene321	CP007536.1	262017	262265	-	249	45	68	68	35	32	0	0	0	3	0		49.6	0.6		
gene495	CP007536.1	388307	388741	+	435	78	68	58	62	39	0	3	0	0	0		61	0.6		
gene598	CP007536.1	463384	463545	-	162	2319	2167	1784	2206	2521	0	0	1	0	2		2199.4	0.6		
gene727	CP007536.1	565089	565409	+	321	101	102	84	50	115	0	3	0	0	0		90.4	0.6		
gene733	CP007536.1	568683	569003	-	321	401	414	366	499	445	0	0	0	3	0		425	0.6		
gene737	CP007536.1	570909	571778	-	870	175	112	138	183	149	0	3	0	0	0		151.4	0.6		
gene793	CP007536.1	615255	615794	-	540	92	77	70	121	72	0	0	0	0	3		86.4	0.6		
gene995	CP007536.1	799620	800033	-	414	112	93	90	141	83	0	0	0	0	3		103.8	0.6		
gene1029	CP007536.1	822228	822506	+	279	110	89	92	73	71	0	0	0	3	0		87	0.6		
gene1051	CP007536.1	838540	840231	-	1692	119	127	121	169	119	3	0	0	0	0		131	0.6		
gene1061	CP007536.1	848292	848582	+	291	37	29	14	47	33	0	0	0	0	3		32	0.6		
gene1100	CP007536.1	876487	876621	-	135	14	6	9	5	5	0	0	0	3	0		7.8	0.6		
gene1222	CP007536.1	969934	970146	+	213	236	234	203	240	220	0	0	0	3	0		226.6	0.6		
gene1307	CP007536.1	1042851	1043657	+	807	536	427	391	356	391	0	0	3	0	0		420.2	0.6		
gene1342	CP007536.1	1072911	1073378	-	468	121	98	57	80	79	0	0	0	3	0		87	0.6		
gene1405	CP007536.1	1120316	1120702	-	387	159	100	98	129	84	0	0	0	3	0		114	0.6		
gene1494	CP007536.1	1193249	1193362	+	114	43	38	35	52	36	0	0	0	3	0		40.8	0.6		
gene1544	CP007536.1	1236870	1237214	-	345	816	761	684	811	735	0	0	3	0	0		761.4	0.6		
gene1605	CP007536.1	1290201	1290275	+	75	119	89	75	230	117	3	0	0	0	0		126	0.6		
gene1619	CP007536.1	1299918	1301066	+	1149	744	556	506	593	548	0	0	3	0	0		589.4	0.6		
gene1638	CP007536.1	1314278	1314481	+	204	113	137	86	104	54	0	3	0	0	0		98.8	0.6		
gene1686	CP007536.1	1344618	1345496	-	879	438	425	311	504	417	0	0	0	3	0		419	0.6		
gene1762	CP007536.1	1415823	1416269	-	447	480	328	350	418	358	3	0	0	0	0		386.8	0.6		
gene1808	CP007536.1	1452743	1453705	+	963	112	103	121	113	91	0	3	0	0	0		108	0.6		
gene1926	CP007536.1	1546578	1546811	+	234	274	302	286	316	280	0	0	3	0	0		291.6	0.6		
gene1981	CP007536.1	1586599	1587288	-	690	46	48	42	27	54	3	0	0	0	0		43.4	0.6		
gene2046	CP007536.1	1635717	1636082	-	366	42	32	36	41	36	0	1	0	0	2		37.4	0.6		
gene2059	CP007536.1	1643167	1643304	+	138	47	50	63	109	42	0	0	0	0	3		62.2	0.6		
gene2115	CP007536.1	1686768	1686968	-	201	83	71	65	73	92	3	0	0	0	0		76.8	0.6		
gene2154	CP007536.1	1720046	1720180	+	135	27	35	18	30	21	3	0	0	0	0		26.2	0.6		
gene2324	CP007536.1	1860384	1860872	-	489	153	222	146	215	170	0	3	0	0	0		181.2	0.6		
gene2353	CP007536.1	1887716	1887943	-	228	59	73	53	96	65	0	0	0	3	0		69.2	0.6		
gene2402	CP007536.1	1920712	1921521	+	810	230	222	223	186	157	0	0	0	0	3		203.6	0.6		
gene2444	CP007536.1	1953039	1953155	+	117	117	99	74	123	148	0	0	0	0	3		112.2	0.6		
gene2476	CP007536.1	1979334	1979693	-	360	520	478	382	520	440	0	0	0	0	3		468	0.6		
gene2533	CP007536.1	2025549	2025803	+	255	560	556	491	684	473	0	0	0	3	0		552.8	0.6		
gene2597	CP007536.1	2072942	2073442	-	501	816	729	613	778	659	0	0	3	0	0		719	0.6		
gene2757	CP007536.1	2203622	2203876	+	255	778	689	652	774	610	1	0	0	0	2		700.6	0.6		
gene2874	CP007536.1	2292352	2292426	+	75	62	56	55	77	101	0	0	0	3	0		70.2	0.6		
gene2919	CP007536.1	2322753	2322920	+	168	51	74	72	78	91	3	0	0	0	0		73.2	0.6		
gene2930	CP007536.1	2331338	2331754	-	417	382	393	322	312	342	3	0	0	0	0		350.2	0.6		
gene2975	CP007536.1	2367086	2367490	-	405	62	70	65	65	71	0	0	3	0	0		66.6	0.6		
gene3030	CP007536.1	2408113	2408697	+	585	117	133	120	169	98	2	1	0	0	0		127.4	0.6		
gene3074	CP007536.1	2443469	2443702	+	234	185	133	147	259	170	0	0	0	3	0		178.8	0.6		
gene247	CP007536.1	208830	209438	-	609	125	116	110	123	138	0	0	0	0	2		122.4	0.4		
gene262	CP007536.1	218570	218818	-	249	131	117	102	136	121	0	0	0	0	2		121.4	0.4		
gene437	CP007536.1	345981	346502	+	522	15	20	15	162	20	0	0	2	0	0		46.4	0.4		
gene482	CP007536.1	379947	380396	+	450	932	798	756	880	846	0	0	0	0	2		842.4	0.4		
gene542	CP007536.1	420047	420886	-	840	1127	837	770	784	853	0	0	1	1	0		874.2	0.4		
gene586	CP007536.1	455567	457267	+	1701	553	462	428	579	554	0	2	0	0	0		515.2	0.4		
gene600	CP007536.1	464250	464507	-	258	126	90	133	127	101	0	0	0	0	2		115.4	0.4		
gene746	CP007536.1	580299	580973	-	675	193	153	120	129	189	2	0	0	0	0		156.8	0.4		
gene782	CP007536.1	606873	607271	+	399	77	113	103	89	80	0	0	0	0	2		92.4	0.4		
gene826	CP007536.1	640210	640416	-	207	346	301	295	260	280	0	0	2	0	0		296.4	0.4		
gene890	CP007536.1	692513	692932	-	420	227	238	166	224	168	0	0	0	0	2		204.6	0.4		
gene958	CP007536.1	745201	745434	-	234	51	72	58	62	54	0	2	0	0	0		59.4	0.4		
gene1088	CP007536.1	866664	867164	-	501	201	229	227	283	260	0	0	2	0	0		240	0.4		
gene1495	CP007536.1	1193452	1193835	+	384	208	126	176	176	144	0	0	2	0	0		166	0.4		
gene1539	CP007536.1	1235331	1235501	+	171	486	579	457	602	571	2	0	0	0	0		539	0.4		
gene1595	CP007536.1	1278167	1278445	-	279	616	491	454	581	638	0	0	0	0	2		556	0.4		
gene1684	CP007536.1	1343399	1344232	+	834	831	625	598	576	706	0	0	0	1	1		667.2	0.4		
gene1708	CP007536.1	1369352	1369987	-	636	22	14	5	17	6	0	0	0	2	0		12.8	0.4		
gene1731	CP007536.1	1392486	1392833	+	348	70	71	41	85	68	0	0	0	0	2		67	0.4		
gene1916	CP007536.1	1536739	1537188	+	450	34	44	25	50	37	2	0	0	0	0		38	0.4		
gene1919	CP007536.1	1540374	1540619	-	246	43	40	42	36	41	0	0	0	0	2		40.4	0.4		
gene1991	CP007536.1	1594494	1594790	-	297	1137	904	798	810	1003	0	0	0	2	0		930.4	0.4		
gene2079	CP007536.1	1656527	1656772	+	246	78	74	69	43	74	0	0	0	0	2		67.6	0.4		
gene2169	CP007536.1	1728865	1729176	+	312	24	26	6	37	17	2	0	0	0	0		22	0.4		
gene2193	CP007536.1	1749143	1749397	+	255	237	204	179	260	160	0	0	2	0	0		208	0.4		
gene2208	CP007536.1	1760719	1760958	-	240	116	83	68	89	63	0	0	0	0	2		83.8	0.4		
gene2223	CP007536.1	1774258	1774677	-	420	64	41	57	68	67	0	0	2	0	0		59.4	0.4		
gene2395	CP007536.1	1916519	1916668	-	150	93	113	132	132	120	0	2	0	0	0		118	0.4		
gene2456	CP007536.1	1962017	1962181	-	165	94	84	61	93	66	0	2	0	0	0		79.6	0.4		
gene2491	CP007536.1	1992414	1992545	-	132	33	22	22	55	42	2	0	0	0	0		34.8	0.4		
gene2516	CP007536.1	2011417	2012793	+	1377	114	120	82	122	67	0	0	0	2	0		101	0.4		
gene2590	CP007536.1	2068780	2068899	+	120	33	22	44	53	27	0	0	2	0	0		35.8	0.4		
gene2738	CP007536.1	2189103	2189657	-	555	984	832	754	834	864	0	1	0	1	0		853.6	0.4		
gene2760	CP007536.1	2205175	2205477	-	303	264	228	224	275	229	0	0	0	0	2		244	0.4		
gene2811	CP007536.1	2246677	2247309	+	633	149	105	79	78	78	0	0	0	0	2		97.8	0.4		
gene2953	CP007536.1	2350817	2351245	-	429	454	310	344	341	448	0	2	0	0	0		379.4	0.4		
gene2989	CP007536.1	2377016	2377240	+	225	45	32	37	36	50	0	0	2	0	0		40	0.4		
gene2999	CP007536.1	2384394	2385113	+	720	525	490	469	560	520	0	0	0	0	2		512.8	0.4		
gene3028	CP007536.1	2404698	2404970	+	273	54	51	59	115	46	0	2	0	0	0		65	0.4		
gene3096	CP007536.1	2462195	2462689	-	495	250	243	219	252	165	0	0	0	2	0		225.8	0.4		
gene85	CP007536.1	64993	65178	+	186	0	2	8	10	5	0	0	0	0	1		5	0.2		
gene115	CP007536.1	106228	106884	+	657	15	27	35	31	19	0	0	1	0	0		25.4	0.2		
gene235	CP007536.1	201355	201543	+	189	402	310	308	373	412	1	0	0	0	0		361	0.2		
gene403	CP007536.1	326828	327121	+	294	46	39	41	38	49	0	0	1	0	0		42.6	0.2		
gene406	CP007536.1	328065	328214	-	150	41	37	25	73	44	0	1	0	0	0		44	0.2		
gene421	CP007536.1	336592	336909	+	318	17	13	12	147	23	0	0	0	1	0		42.4	0.2		
gene431	CP007536.1	342333	342833	+	501	464	434	363	367	447	0	0	1	0	0		415	0.2		
gene502	CP007536.1	394762	395223	-	462	190	138	107	130	95	0	0	0	0	1		132	0.2		
gene689	CP007536.1	533823	534671	+	849	317	300	264	363	357	1	0	0	0	0		320.2	0.2		
gene691	CP007536.1	536962	537111	-	150	19	11	16	6	25	1	0	0	0	0		15.4	0.2		
gene755	CP007536.1	589557	590354	+	798	48	76	74	77	50	0	0	0	0	1		65	0.2		
