# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-a" "./GCA_000698785.1_ASM69878v1_genomic.gff" "-t" "gene" "-g" "ID" "-T" "8" "-o" "./counts_oxi.txt" "-s" "0" "./Nvie_2oxi_1_mRNA_sorted.bam" "./Nvie_2oxi_2_mRNA_sorted.bam" "./Nvie_2oxi_3_mRNA_sorted.bam" "./Nvie_2oxi_4_mRNA_sorted.bam" "./Nvie_2oxi_5_mRNA_sorted.bam" "./Nvie_ctrl_1_mRNA_sorted.bam" "./Nvie_ctrl_2_mRNA_sorted.bam" "./Nvie_ctrl_3_mRNA_sorted.bam" "./Nvie_ctrl_4_mRNA_sorted.bam" "./Nvie_ctrl_5_mRNA_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./Nvie_2oxi_1_mRNA_sorted.bam	./Nvie_2oxi_2_mRNA_sorted.bam	./Nvie_2oxi_3_mRNA_sorted.bam	./Nvie_2oxi_4_mRNA_sorted.bam	./Nvie_2oxi_5_mRNA_sorted.bam	./Nvie_ctrl_1_mRNA_sorted.bam	./Nvie_ctrl_2_mRNA_sorted.bam	./Nvie_ctrl_3_mRNA_sorted.bam	./Nvie_ctrl_4_mRNA_sorted.bam	./Nvie_ctrl_5_mRNA_sorted.bam
gene2554	CP007536.1	2038911	2039153	-	243	0	0	0	0	0	195	197	145	104	96
gene2555	CP007536.1	2039191	2040225	-	1035	570	369	356	896	296	2852	1762	2146	1230	1737
gene2556	CP007536.1	2040338	2042011	-	1674	7730	7791	7131	5104	6696	47210	33165	40183	19791	25578
gene2557	CP007536.1	2042065	2042502	-	438	82	0	56	0	0	170	143	239	123	58
gene2558	CP007536.1	2042515	2042730	-	216	40	1	14	0	0	646	961	1231	468	404
gene2559	CP007536.1	2043031	2043303	+	273	6	161	42	18	0	2466	3352	2297	1029	1341
gene2560	CP007536.1	2043311	2043511	+	201	200	52	40	0	0	554	665	385	187	238
gene2561	CP007536.1	2043464	2044093	-	630	0	1	20	0	0	807	547	521	275	354
gene2562	CP007536.1	2044090	2044845	-	756	22	12	0	377	138	1003	681	863	425	913
gene2563	CP007536.1	2044832	2045803	-	972	140	201	141	40	400	1761	832	1504	592	1114
gene2564	CP007536.1	2045805	2046659	-	855	86	115	218	0	140	1914	1494	1590	769	1328
gene2565	CP007536.1	2046652	2047734	-	1083	88	100	60	70	160	1731	1097	1342	805	1179
gene2566	CP007536.1	2047822	2048898	+	1077	1429	1880	3119	1085	3085	49341	25445	29377	16054	30693
gene2567	CP007536.1	2048928	2050109	+	1182	418	719	524	68	304	1769	1440	1821	952	1141
gene2568	CP007536.1	2050227	2050691	+	465	192	330	76	0	168	5745	3131	3422	1548	2134
gene2569	CP007536.1	2050816	2051667	+	852	320	372	523	722	194	9238	5728	6599	2871	4595
gene2570	CP007536.1	2051651	2052334	-	684	70	64	146	0	194	2263	1185	1571	749	1840
gene2571	CP007536.1	2052467	2052760	+	294	88	0	24	0	42	106	133	133	42	22
gene2572	CP007536.1	2052789	2053244	+	456	398	617	526	890	1089	24183	12110	16351	7149	13283
gene2573	CP007536.1	2053252	2053545	+	294	38	0	0	0	0	3267	2972	2714	1107	2095
gene2574	CP007536.1	2053619	2054677	+	1059	3410	2452	2259	1438	3385	27574	15301	15756	8222	12903
gene2575	CP007536.1	2054718	2055587	+	870	374	645	116	122	344	7649	4699	5282	3167	5895
gene2576	CP007536.1	2055584	2056471	-	888	51	66	0	36	0	680	742	500	274	455
gene2577	CP007536.1	2056458	2058293	-	1836	1241	1206	1170	1476	2118	11478	7917	7615	3887	6881
gene2578	CP007536.1	2058512	2059372	-	861	114	110	108	218	434	1895	1823	2445	791	1125
gene2579	CP007536.1	2059747	2059974	+	228	46	0	0	0	0	900	1074	1130	469	510
gene2580	CP007536.1	2059976	2060680	+	705	99	134	0	0	0	1028	656	1100	749	960
gene2581	CP007536.1	2060681	2060902	-	222	0	0	0	0	148	208	89	141	49	138
gene2582	CP007536.1	2060971	2062344	-	1374	1820	813	1286	914	984	4338	5456	9223	4962	4972
gene2583	CP007536.1	2062516	2063019	+	504	0	0	0	0	0	446	501	704	369	218
gene2584	CP007536.1	2063086	2064354	+	1269	1006	936	694	466	514	1967	2558	4911	2334	2416
gene2585	CP007536.1	2064669	2065955	+	1287	1658	1698	1885	1680	1556	2898	3427	5552	3013	3088
gene2586	CP007536.1	2066072	2066287	+	216	44	0	6	0	0	679	1366	1927	870	724
gene2587	CP007536.1	2066662	2068044	+	1383	86	330	141	160	2	2670	3485	4891	2791	3017
gene2588	CP007536.1	2068072	2068212	+	141	233	95	80	0	114	224	446	719	247	294
gene2589	CP007536.1	2068407	2068679	+	273	16	0	0	0	0	161	226	275	145	176
gene2590	CP007536.1	2068780	2068899	+	120	0	0	0	0	0	29	21	88	17	20
gene2591	CP007536.1	2069118	2069414	-	297	0	92	0	0	0	1136	1408	1546	811	1008
gene2592	CP007536.1	2069395	2069679	-	285	1728	1586	1406	1671	1378	6869	6273	7109	3170	3973
gene2593	CP007536.1	2069707	2069943	-	237	30	48	78	54	11	1762	3787	2006	684	850
gene2594	CP007536.1	2070196	2070405	-	210	384	226	68	396	89	391	471	622	217	488
gene2595	CP007536.1	2070545	2070787	-	243	0	0	70	0	52	275	287	375	125	191
gene2596	CP007536.1	2070798	2072903	+	2106	288	435	156	542	282	18298	9438	8602	4261	7840
gene2597	CP007536.1	2072942	2073442	-	501	32	0	0	96	0	1227	1200	1184	494	448
gene2598	CP007536.1	2073537	2074271	-	735	322	84	30	68	269	4806	3055	3786	1952	2931
gene2599	CP007536.1	2074565	2075332	+	768	0	0	22	0	212	1821	1110	1249	553	1003
gene2600	CP007536.1	2075316	2076296	-	981	92	134	236	58	372	1117	865	960	350	633
gene2601	CP007536.1	2076405	2077850	+	1446	4833	3907	3618	3469	2973	9400	8217	10742	4667	6939
gene2602	CP007536.1	2077893	2079134	+	1242	280	567	56	28	681	778	711	877	409	626
gene2603	CP007536.1	2079088	2079561	+	474	0	0	0	0	0	32	54	54	17	0
gene2604	CP007536.1	2079641	2079898	+	258	0	0	0	0	0	841	752	360	204	372
gene2605	CP007536.1	2080354	2080812	-	459	185	64	8	106	0	272	835	874	367	292
gene2606	CP007536.1	2081660	2084503	-	2844	508	483	496	578	411	9049	5571	6641	3320	6265
gene2607	CP007536.1	2084382	2084561	-	180	0	0	0	0	0	52	8	8	9	0
gene2608	CP007536.1	2084662	2086377	-	1716	92579	89714	113716	85356	107727	87920	66578	63452	40895	56519
gene2609	CP007536.1	2086652	2087200	+	549	0	0	0	0	0	208	196	62	43	100
gene2610	CP007536.1	2087211	2087555	+	345	0	0	0	0	0	198	192	143	93	60
gene2611	CP007536.1	2087700	2088068	-	369	28	112	0	0	0	862	2693	2327	823	1076
gene2612	CP007536.1	2088191	2088610	-	420	0	0	0	0	0	520	395	457	238	446
gene2613	CP007536.1	2088640	2088819	+	180	0	0	0	0	0	52	4	3	2	7
gene2614	CP007536.1	2088807	2088992	-	186	243	110	94	287	163	198	389	424	63	46
gene2615	CP007536.1	2089095	2090231	+	1137	216	286	0	0	0	430	171	175	153	242
gene2616	CP007536.1	2090259	2090468	+	210	0	0	0	0	0	23	29	42	12	16
gene2617	CP007536.1	2090448	2091182	-	735	0	0	0	0	0	787	528	595	378	364
gene2618	CP007536.1	2091707	2092009	-	303	0	0	0	0	0	394	518	814	381	257
gene2619	CP007536.1	2091960	2092130	+	171	0	0	0	0	0	0	0	0	1	0
gene2620	CP007536.1	2092143	2092673	-	531	0	0	0	0	0	590	398	345	174	415
gene2621	CP007536.1	2092739	2092813	-	75	0	0	0	0	0	0	0	0	1	0
gene2622	CP007536.1	2093409	2093846	+	438	0	0	34	0	0	123	122	74	84	192
gene2623	CP007536.1	2094157	2095032	+	876	96	43	109	26	1	148	652	224	82	92
gene2624	CP007536.1	2095313	2095519	-	207	0	0	0	0	0	80	50	99	47	80
gene2625	CP007536.1	2095519	2095743	-	225	0	0	0	0	0	26	103	37	70	41
gene2626	CP007536.1	2096137	2096649	-	513	0	0	0	0	0	217	227	281	118	102
gene2627	CP007536.1	2096725	2097465	+	741	0	0	0	0	0	1046	947	1047	563	666
gene2628	CP007536.1	2097415	2097564	-	150	0	0	0	0	0	2	36	0	3	0
gene2629	CP007536.1	2097614	2098735	-	1122	236	0	0	0	0	454	399	513	349	427
gene2630	CP007536.1	2098793	2099020	-	228	8	0	0	0	0	148	221	210	126	95
gene2631	CP007536.1	2099250	2099822	+	573	0	12	0	0	0	351	175	190	141	203
gene2632	CP007536.1	2099771	2100385	-	615	42	0	0	0	0	316	363	515	264	223
gene2633	CP007536.1	2100498	2100617	+	120	0	0	0	0	0	63	36	80	75	78
gene2634	CP007536.1	2100614	2101015	-	402	1711	580	915	900	442	1594	3020	3455	1847	1948
gene2635	CP007536.1	2101094	2101351	-	258	0	0	0	0	0	20	74	59	10	22
gene2636	CP007536.1	2101315	2101464	-	150	0	0	0	0	0	0	0	0	0	0
gene2637	CP007536.1	2101449	2101658	-	210	0	0	0	0	0	0	0	0	0	40
gene2638	CP007536.1	2102007	2102141	+	135	0	0	0	0	0	35	22	31	10	9
gene2639	CP007536.1	2102208	2102309	+	102	0	0	0	0	0	63	0	25	17	9
gene2640	CP007536.1	2102378	2102446	-	69	0	0	23	29	0	52	71	139	47	14
gene2641	CP007536.1	2102694	2103107	+	414	60	0	0	0	0	79	183	509	193	148
gene2642	CP007536.1	2103326	2103451	+	126	0	0	0	0	0	562	355	437	386	264
gene2643	CP007536.1	2103535	2103741	-	207	0	0	0	0	0	699	495	663	438	545
gene2644	CP007536.1	2104707	2104780	-	74	0	0	0	0	0	69	24	22	14	4
gene2645	CP007536.1	2104815	2105594	-	780	54	0	1	0	28	1552	1098	1589	717	1152
gene2646	CP007536.1	2105584	2106540	-	957	397	188	200	214	34	2899	2592	2963	1401	1853
gene2647	CP007536.1	2106637	2106813	-	177	46	190	259	10	92	505	1643	624	381	508
gene2648	CP007536.1	2106817	2107224	-	408	0	0	14	134	0	711	554	559	289	409
gene2649	CP007536.1	2107221	2107802	-	582	12	0	0	0	202	453	462	413	191	162
gene2650	CP007536.1	2107861	2108781	-	921	593	428	436	352	656	12525	7553	7885	3697	6522
gene2651	CP007536.1	2108769	2110637	-	1869	3021	2048	981	1501	1206	27988	14361	15104	8295	13776
gene2652	CP007536.1	2110778	2111269	+	492	463	508	236	733	424	6193	6294	9319	6289	6426
gene2653	CP007536.1	2111322	2112062	+	741	2644	2393	2545	2052	2509	21461	12424	16092	8146	12401
gene2654	CP007536.1	2112145	2112669	+	525	1699	2338	1730	1876	1716	18975	10612	20321	11371	14869
gene2655	CP007536.1	2112659	2113282	-	624	134	0	63	6	323	2144	2158	2996	1547	1975
gene2656	CP007536.1	2113286	2114113	-	828	494	214	384	14	0	4476	4283	7219	3925	4818
gene2657	CP007536.1	2114070	2114837	-	768	73	119	0	0	140	2115	1874	1560	991	1290
gene2658	CP007536.1	2114806	2116155	-	1350	210	68	44	0	247	1938	1856	1906	888	1208
gene2659	CP007536.1	2116152	2116709	-	558	0	22	12	0	0	326	537	420	186	236
gene2660	CP007536.1	2116796	2117185	+	390	204	167	94	196	0	961	1082	976	519	784
gene2661	CP007536.1	2117180	2118478	-	1299	254	121	177	4	454	8237	6059	6515	3672	5736
gene2662	CP007536.1	2118435	2119406	+	972	591	486	280	538	286	7220	3253	4400	2548	4662
gene2663	CP007536.1	2119403	2119792	-	390	70	0	0	0	0	563	626	788	395	380
gene2664	CP007536.1	2119870	2120664	+	795	70	306	104	100	275	5231	3002	3016	1727	3328
gene2665	CP007536.1	2120661	2123426	-	2766	1102	1690	1745	734	1857	47869	31636	34230	15395	25096
gene2666	CP007536.1	2123575	2124228	-	654	258	356	361	271	0	2380	2382	3302	1762	1850
gene2667	CP007536.1	2124263	2124652	-	390	14	160	52	32	30	987	940	912	438	1042
gene2668	CP007536.1	2124660	2125922	-	1263	370	118	100	182	939	16017	9304	11125	6076	12525
gene2669	CP007536.1	2125977	2126405	-	429	78	63	0	0	162	3086	4185	2321	922	1859
gene2670	CP007536.1	2126437	2126685	-	249	32	30	0	0	160	313	311	320	199	154
gene2671	CP007536.1	2126916	2127386	+	471	6	0	0	0	0	37	90	36	40	63
gene2672	CP007536.1	2127448	2128605	-	1158	22	0	14	0	155	1525	1846	1499	741	767
gene2673	CP007536.1	2128595	2129722	-	1128	100	0	0	67	238	1625	2243	1699	898	1521
gene2674	CP007536.1	2129844	2130116	-	273	0	0	0	0	0	128	52	32	23	52
gene2675	CP007536.1	2130339	2130521	-	183	310	194	78	22	0	529	722	855	320	537
gene2676	CP007536.1	2130750	2131523	+	774	1818	1582	1252	1560	1051	2187	2019	3866	1892	1594
gene2677	CP007536.1	2131712	2132197	-	486	0	0	0	0	2	494	528	769	382	407
gene2678	CP007536.1	2132336	2132845	+	510	128	106	182	154	784	1193	962	1082	614	921
gene2679	CP007536.1	2132846	2132992	-	147	0	0	0	0	0	78	220	116	42	42
gene2680	CP007536.1	2133051	2133494	-	444	58	48	148	0	24	50	20	28	56	90
gene2681	CP007536.1	2133583	2134125	+	543	218	220	186	222	76	1497	1455	1469	905	838
gene2682	CP007536.1	2134136	2134489	-	354	66	0	36	62	0	395	688	639	182	306
gene2683	CP007536.1	2134660	2137908	-	3249	704	1242	1180	588	1969	17951	11411	9408	4329	8308
gene2684	CP007536.1	2137991	2138455	-	465	412	304	84	174	354	4181	5237	5262	3948	4190
gene2685	CP007536.1	2138585	2138896	+	312	0	0	0	0	222	224	233	128	143	61
gene2686	CP007536.1	2138927	2139457	-	531	236	379	98	343	0	1177	1419	1413	751	802
gene2687	CP007536.1	2139482	2140699	-	1218	4162	4528	3631	2832	1358	4132	3748	5028	2530	3449
gene2688	CP007536.1	2140867	2141526	+	660	1498	1183	1625	1546	222	10429	13756	14589	6006	8682
gene2689	CP007536.1	2141616	2142200	+	585	452	707	226	405	231	2156	2135	2721	1345	1596
gene2690	CP007536.1	2142298	2143533	+	1236	7676	5855	6788	5117	2872	18499	19110	25610	16178	19818
gene2691	CP007536.1	2143838	2146582	+	2745	150	98	54	60	0	605	492	661	384	407
gene2692	CP007536.1	2146719	2147258	-	540	153	328	152	1026	537	3623	3313	2202	670	1305
gene2693	CP007536.1	2147345	2147764	-	420	0	0	0	0	0	92	126	82	40	141
gene2694	CP007536.1	2147785	2148594	+	810	44	0	0	0	0	878	616	718	184	413
gene2695	CP007536.1	2148591	2150519	+	1929	106	438	66	224	204	5265	2383	2926	1461	3701
gene2696	CP007536.1	2150506	2150739	-	234	0	0	0	0	0	150	122	68	26	29
gene2697	CP007536.1	2150871	2152079	+	1209	668	809	1204	645	996	1260	987	2011	1045	1157
gene2698	CP007536.1	2152111	2152944	+	834	30	0	0	0	0	2898	1817	1552	775	1653
gene2699	CP007536.1	2152956	2153531	-	576	96	0	0	0	0	350	523	671	256	272
gene2700	CP007536.1	2153596	2153781	-	186	0	0	0	0	0	53	88	8	8	45
gene2701	CP007536.1	2153787	2155256	-	1470	1196	1211	807	642	370	9840	7081	9545	4969	7308
gene2702	CP007536.1	2155505	2156596	-	1092	0	0	0	0	0	256	319	255	179	179
gene2703	CP007536.1	2156874	2156966	+	93	0	0	0	0	0	140	178	118	74	120
gene2704	CP007536.1	2157070	2158395	+	1326	75	168	0	74	1	449	393	724	471	671
gene2705	CP007536.1	2158405	2158551	-	147	0	0	0	0	0	41	33	29	11	6
gene2706	CP007536.1	2159247	2159882	-	636	0	0	0	0	0	3	98	35	19	29
gene2707	CP007536.1	2160764	2160859	-	96	0	0	0	0	0	0	29	12	0	22
gene2708	CP007536.1	2161039	2161587	-	549	0	62	0	0	0	88	126	80	12	4
gene2709	CP007536.1	2161825	2163492	+	1668	0	0	0	0	0	524	411	422	268	246
gene2710	CP007536.1	2163541	2164344	-	804	0	0	0	0	0	265	328	297	105	127
gene2711	CP007536.1	2164393	2165616	-	1224	74	0	118	152	72	1237	993	927	636	628
gene2712	CP007536.1	2165766	2166536	+	771	34	0	20	82	0	629	461	523	262	285
gene2713	CP007536.1	2166529	2168769	-	2241	30	230	106	0	413	3401	3584	3104	1516	1977
gene2714	CP007536.1	2168739	2169443	-	705	52	0	0	0	104	1850	1820	2149	962	1655
gene2715	CP007536.1	2169448	2170491	-	1044	148	0	272	0	88	7712	7266	8090	4445	6046
gene2716	CP007536.1	2170517	2172250	-	1734	0	0	40	0	38	4378	4361	4443	2166	2549
gene2717	CP007536.1	2172247	2172945	-	699	0	0	0	0	0	195	206	320	147	107
gene2718	CP007536.1	2173023	2173553	+	531	0	0	0	0	0	189	379	314	143	101
gene2719	CP007536.1	2173564	2174550	+	987	0	59	30	90	0	1380	1847	1672	930	747
gene2720	CP007536.1	2174560	2174823	+	264	10	0	0	0	0	20	45	51	17	0
gene2721	CP007536.1	2177330	2178049	-	720	126	164	40	3	435	1707	1221	1500	666	1050
gene2722	CP007536.1	2177988	2178224	-	237	231	274	188	309	80	94	80	162	88	81
gene2723	CP007536.1	2178387	2178635	+	249	243	286	0	52	64	325	399	768	394	458
gene2724	CP007536.1	2178632	2178820	+	189	40	14	0	0	0	106	143	132	63	58
gene2725	CP007536.1	2178833	2179087	-	255	63	0	0	176	86	462	296	332	133	235
gene2726	CP007536.1	2179091	2179276	-	186	0	50	0	0	0	355	137	172	76	112
gene2727	CP007536.1	2179435	2179785	+	351	22	0	0	0	0	100	26	6	26	30
gene2728	CP007536.1	2179938	2180705	+	768	370	684	274	80	1017	5865	2812	3226	1702	3172
gene2729	CP007536.1	2180909	2181220	-	312	10	132	0	0	0	84	94	84	34	126
gene2730	CP007536.1	2181333	2182121	-	789	116	78	0	0	0	4381	2252	3380	1676	3282
gene2731	CP007536.1	2182151	2182717	-	567	56	0	206	138	0	1945	2076	1607	843	1156
gene2732	CP007536.1	2182789	2185320	-	2532	485	728	538	619	958	4880	2781	4124	1944	3011
gene2733	CP007536.1	2185416	2186813	-	1398	5434	4942	4666	4583	6133	8289	5852	8888	5043	7946
gene2734	CP007536.1	2186966	2187136	+	171	6023	5014	4220	4730	4489	7983	19155	17281	5125	4661
gene2735	CP007536.1	2187161	2187379	+	219	236	0	28	0	0	757	1286	1517	879	663
gene2736	CP007536.1	2187494	2188441	-	948	858	460	653	683	309	5311	3734	6214	3328	4305
gene2737	CP007536.1	2188564	2189091	+	528	543	229	512	156	1843	12974	10029	14080	10737	14101
gene2738	CP007536.1	2189103	2189657	-	555	34	0	0	0	0	1327	1115	1249	793	1069
gene2739	CP007536.1	2189714	2191318	-	1605	0	0	148	40	0	1974	2192	2460	1049	1619
gene2740	CP007536.1	2191568	2192743	+	1176	0	0	0	0	0	1147	623	762	359	311
gene2741	CP007536.1	2192800	2194119	-	1320	636	453	436	774	676	5011	3568	4388	2167	3678
gene2742	CP007536.1	2194129	2194737	-	609	516	460	220	13	466	682	859	872	345	596
gene2743	CP007536.1	2194945	2195211	+	267	0	0	0	0	0	899	961	943	534	640
gene2744	CP007536.1	2195208	2195720	-	513	232	302	24	460	732	6017	4970	6104	3105	4020
gene2745	CP007536.1	2195784	2196164	-	381	158	0	2	0	0	155	129	318	226	246
gene2746	CP007536.1	2196172	2197020	-	849	223	48	30	239	78	1137	1393	2101	1149	1527
gene2747	CP007536.1	2197007	2197723	+	717	26	88	147	84	96	640	423	548	152	378
gene2748	CP007536.1	2197713	2198801	+	1089	874	832	746	448	1099	4805	2725	3324	1556	2859
gene2749	CP007536.1	2198798	2200219	-	1422	148	154	158	0	114	3034	1725	1969	1138	1942
gene2750	CP007536.1	2200220	2200552	+	333	4714	3732	4568	3697	2786	6969	9853	14744	7897	6409
gene2751	CP007536.1	2200560	2200808	-	249	0	46	0	0	0	415	321	529	459	352
gene2752	CP007536.1	2200882	2201100	-	219	30	0	0	0	0	675	385	593	299	434
gene2753	CP007536.1	2201145	2201420	-	276	44	62	118	0	220	101	177	245	139	184
gene2754	CP007536.1	2201502	2202347	+	846	3531	1787	2525	1991	3673	1546	2090	4367	2196	2038
gene2755	CP007536.1	2202423	2202656	+	234	33	0	0	232	0	543	328	526	257	274
gene2756	CP007536.1	2203014	2203265	+	252	0	0	0	0	0	32	38	17	10	0
gene2757	CP007536.1	2203622	2203876	+	255	26	36	38	140	229	853	1518	1542	949	856
gene2758	CP007536.1	2203965	2204578	+	614	114	0	86	76	0	1107	1497	1843	858	1097
gene2759	CP007536.1	2204926	2205096	+	171	0	0	7	0	0	32	170	120	58	39
gene2760	CP007536.1	2205175	2205477	-	303	0	0	0	0	0	252	319	404	147	173
gene2761	CP007536.1	2205697	2205822	+	126	22	0	0	10	0	447	628	356	243	347
gene2762	CP007536.1	2205868	2206167	-	300	125	136	36	48	0	980	986	755	442	750
gene2763	CP007536.1	2206247	2207287	+	1041	683	306	410	104	804	14177	7454	9035	5698	11704
gene2764	CP007536.1	2207333	2207566	+	234	321	232	328	635	986	2373	2966	3415	1788	2705
gene2765	CP007536.1	2207631	2208326	-	696	212	156	90	0	356	2285	2900	3379	1712	1904
gene2766	CP007536.1	2208387	2209022	-	636	0	0	0	0	0	45	28	14	11	39
gene2767	CP007536.1	2209267	2209410	+	144	13	0	82	0	0	534	355	569	234	347
gene2768	CP007536.1	2209411	2210217	-	807	848	416	146	116	0	3841	3326	4963	2418	3140
gene2769	CP007536.1	2210299	2210631	+	333	223	0	256	80	140	5107	4009	3346	1642	2414
gene2770	CP007536.1	2210654	2211277	-	624	820	420	528	668	1090	1223	1271	1661	759	927
gene2771	CP007536.1	2211374	2211583	+	210	0	72	0	0	0	254	626	218	61	131
gene2772	CP007536.1	2211616	2212281	-	666	52	18	0	0	0	2609	1455	1546	593	1226
gene2773	CP007536.1	2212298	2212684	-	387	116	176	2	369	0	3154	1143	965	841	1133
gene2774	CP007536.1	2212665	2215025	-	2361	245	0	328	156	0	4798	3297	3652	1941	2972
gene2775	CP007536.1	2215091	2217442	-	2352	177	370	94	220	186	7567	4086	3519	1647	3566
gene2776	CP007536.1	2217544	2218668	+	1125	1814	1888	2416	1324	552	2575	2130	3336	2000	2164
gene2777	CP007536.1	2218631	2219290	-	660	196	66	207	244	311	1387	1164	1433	631	1034
gene2778	CP007536.1	2219301	2220167	-	867	458	577	472	413	410	11954	7542	9196	5660	9250
gene2779	CP007536.1	2220335	2220532	+	198	0	0	0	0	0	124	270	269	161	188
gene2780	CP007536.1	2220585	2221343	+	759	152	286	70	108	46	1790	1421	1754	1035	1596
gene2781	CP007536.1	2221387	2221782	-	396	12252	11584	8558	9816	6302	11548	17591	21640	8368	9025
gene2782	CP007536.1	2221914	2222879	-	966	3883	3752	3581	3955	2422	8730	8520	12345	9018	10399
gene2783	CP007536.1	2223053	2223943	-	891	1109	742	415	778	1002	22007	23428	33641	20524	23168
gene2784	CP007536.1	2224048	2225055	-	1008	0	0	0	0	0	2246	1948	2437	1590	2141
gene2785	CP007536.1	2225036	2225893	-	858	90	0	295	402	0	3089	3324	3804	2184	3035
gene2786	CP007536.1	2226051	2226278	+	228	56	21	0	0	0	159	131	96	52	32
gene2787	CP007536.1	2226268	2227278	-	1011	242	370	16	196	0	2082	857	894	536	718
gene2788	CP007536.1	2227288	2227926	-	639	239	238	222	170	40	909	448	547	260	525
gene2789	CP007536.1	2228019	2228492	-	474	12	0	0	20	2	475	1014	1079	810	444
gene2790	CP007536.1	2228841	2229245	+	405	0	0	0	0	0	94	24	81	20	54
gene2791	CP007536.1	2229330	2230052	-	723	226	0	108	0	216	1739	1806	1855	1141	1128
gene2792	CP007536.1	2230089	2233976	-	3888	48	97	0	0	2	3064	2700	3012	1412	2400
gene2793	CP007536.1	2234053	2234343	-	291	0	0	0	0	0	74	28	106	8	70
gene2794	CP007536.1	2234592	2234816	+	225	0	0	0	0	0	16	64	33	20	72
gene2795	CP007536.1	2234875	2235246	-	372	0	80	0	0	0	184	113	200	97	110
gene2796	CP007536.1	2235186	2235530	-	345	0	0	0	0	0	8	90	26	17	35
gene2797	CP007536.1	2235572	2235793	-	222	0	0	0	0	0	8	0	2	0	7
gene2798	CP007536.1	2235914	2236552	-	639	348	54	256	8	0	1159	1544	1982	742	821
gene2799	CP007536.1	2236643	2238994	-	2352	380	476	214	932	649	589	940	1442	733	631
gene2800	CP007536.1	2239036	2239671	+	636	176	114	340	114	0	642	749	995	530	885
gene2801	CP007536.1	2239686	2240369	+	684	269	144	342	122	0	901	822	1371	863	1049
gene2802	CP007536.1	2240392	2240718	-	327	0	0	0	0	0	44	0	22	8	0
gene2803	CP007536.1	2240873	2241688	-	816	288	224	28	0	0	1159	1127	1149	662	843
gene2804	CP007536.1	2241736	2242116	-	381	702	813	881	78	434	4272	3065	4553	2775	2896
gene2805	CP007536.1	2242217	2242798	+	582	0	0	0	0	0	0	0	5	3	0
gene2806	CP007536.1	2242426	2243109	+	684	0	0	0	0	0	24	79	0	22	12
gene2807	CP007536.1	2243127	2244497	+	1371	238	0	522	758	0	182	267	256	84	155
gene2808	CP007536.1	2244566	2244784	+	219	0	0	0	0	0	10	6	10	3	0
gene2809	CP007536.1	2244925	2245260	+	336	0	0	0	0	0	14	16	6	6	9
gene2810	CP007536.1	2245293	2246705	+	1413	0	0	0	0	0	60	20	24	14	24
gene2811	CP007536.1	2246677	2247309	+	633	6	0	0	0	0	116	160	255	101	83
gene2812	CP007536.1	2247302	2247520	+	219	364	192	3	2	0	1412	1976	1907	828	986
gene2813	CP007536.1	2247793	2249523	+	1731	154	189	24	124	94	1450	1831	1788	963	1396
gene2814	CP007536.1	2249540	2249665	+	126	0	0	0	0	0	8	22	19	2	4
gene2815	CP007536.1	2249700	2250059	+	360	0	0	28	0	0	12	4	8	10	0
gene2816	CP007536.1	2250099	2250365	+	267	0	0	0	0	0	40	14	34	15	44
gene2817	CP007536.1	2250398	2250607	+	210	0	0	0	0	46	46	70	47	24	14
gene2818	CP007536.1	2250632	2251120	+	489	0	0	0	0	0	179	272	230	122	60
gene2819	CP007536.1	2251217	2251408	+	192	0	116	0	0	0	312	556	692	267	355
gene2820	CP007536.1	2251487	2251669	+	183	0	0	0	0	0	218	207	276	113	125
gene2821	CP007536.1	2251711	2252190	+	480	0	0	0	0	0	111	82	59	38	75
gene2822	CP007536.1	2252223	2253101	+	879	80	160	114	26	0	211	148	220	105	142
gene2823	CP007536.1	2253101	2253466	+	366	0	0	0	0	0	24	0	16	18	2
gene2824	CP007536.1	2253463	2253690	+	228	0	0	0	0	0	0	27	4	1	0
gene2825	CP007536.1	2253695	2254072	+	378	0	0	0	0	0	8	16	24	22	8
gene2826	CP007536.1	2254108	2255892	+	1785	148	0	88	2	0	554	431	527	185	310
gene2827	CP007536.1	2255937	2256533	+	597	126	177	173	256	0	1571	1187	2259	1166	1444
gene2828	CP007536.1	2256695	2258185	+	1491	58	78	104	0	0	289	134	316	163	144
gene2829	CP007536.1	2258226	2258789	+	564	0	0	36	0	0	16	8	38	4	12
gene2830	CP007536.1	2258801	2259178	+	378	0	0	0	0	0	18	0	23	11	10
gene2831	CP007536.1	2259194	2260675	+	1482	32	0	0	0	0	256	194	232	172	98
gene2832	CP007536.1	2260712	2260981	+	270	0	0	0	0	0	14	11	24	17	22
gene2833	CP007536.1	2260987	2261250	+	264	0	24	0	92	8	59	151	122	60	49
gene2834	CP007536.1	2261331	2261618	-	288	0	0	0	0	0	166	179	298	157	173
gene2835	CP007536.1	2261639	2262040	-	402	80	139	66	81	145	1507	1874	2328	1144	1458
gene2836	CP007536.1	2262084	2262149	-	66	0	0	0	0	0	26	61	34	30	31
gene2837	CP007536.1	2262236	2263033	-	798	142	84	176	1	0	6932	3487	4387	2499	3472
gene2838	CP007536.1	2263169	2263576	-	408	0	0	0	0	0	560	690	340	176	162
gene2839	CP007536.1	2263586	2264608	-	1023	38	0	0	0	0	3543	2668	2175	1397	1504
